Player,Year,School,G,YPG,TDPG,Team Yards,Team TDs,DR,MSY,MSTD,Type
Callen Hightower,2016,Idaho,10,38.3,0.3,249.2,1.5,17.68,15.37,20,Receiving
Calvin Ridley,2016,Alabama,15,51.73,0.47,208.3,1.7,26.24,24.83,27.65,Receiving
Cam Phillips,2016,Virginia Tech,14,70.21,0.36,261.9,2.2,21.59,26.81,16.36,Receiving
Cam Serigne,2016,Wake Forest,12,35.5,0.25,165.7,0.7,28.57,21.42,35.71,Receiving
Cameron Batson,2016,Texas Tech,12,54.17,0.67,463,3.9,14.44,11.7,17.18,Receiving
Cameron Echols-Luper,2016,Arkansas State,13,31.31,0.08,242.2,1.6,8.96,12.93,5,Receiving
Cameron Posey,2016,Purdue,11,32.36,0.27,294.9,2.1,11.92,10.97,12.86,Receiving
Carlos Henderson,2016,Louisiana Tech,13,118.08,1.46,363.4,3.1,39.79,32.49,47.1,Receiving
Carrington Thompson,2016,Western Michigan,13,49,0.46,252.4,2.4,19.29,19.41,19.17,Receiving
Cedric Wilson,2016,Boise State,12,94.08,0.92,298.3,2.2,36.68,31.54,41.82,Receiving
Chad Hansen,2016,California,10,124.9,1.1,358.8,3.1,35.15,34.81,35.48,Receiving
Chance Allen,2016,Houston,12,67.92,0.5,296.3,1.8,25.35,22.92,27.78,Receiving
Charles Nelson,2016,Oregon,12,46.17,0.42,265.3,2.3,17.83,17.4,18.26,Receiving
Chase Claypool,2016,Notre Dame,8,10.13,0,254.3,2.3,1.99,3.98,0,Receiving
Chaz Anderson,2016,Boise State,11,35.09,0,298.3,2.2,5.88,11.76,0,Receiving
Chico McClatcher,2016,Washington,12,47.83,0.42,258.8,3.4,15.42,18.48,12.35,Receiving
Chris Godwin,2016,Penn State,13,75.54,0.85,260.7,2.1,34.73,28.98,40.48,Receiving
Chris Lacy,2016,Oklahoma State,12,40.75,0.25,323.9,2.2,11.97,12.58,11.36,Receiving
Chris Platt,2016,Baylor,12,47.25,0.33,280.9,2.5,15.01,16.82,13.2,Receiving
Chris Taylor,2016,Duke,10,31.5,0.1,239.8,1.5,9.9,13.14,6.67,Receiving
Christian Blake,2016,Northern Illinois,12,38.08,0.17,224.7,1.7,13.47,16.95,10,Receiving
Christian Kirk,2016,Texas A&M,13,71.38,0.69,255.2,1.9,32.14,27.97,36.32,Receiving
Christian McCaffrey,2016,Stanford,11,28.82,0.27,158.7,1.2,20.33,18.16,22.5,Receiving
Christopher Herndon IV,2016,Miami (FL),13,25.69,0.15,274.2,2.1,8.26,9.37,7.14,Receiving
Cody Thompson,2016,Toledo,13,97.62,0.85,322.8,3.5,27.26,30.24,24.29,Receiving
Colby Pearson,2016,Brigham Young,13,29.54,0.31,197.9,1.2,20.38,14.93,25.83,Receiving
Cole Freytag,2016,Texas-El Paso,12,43.33,0.42,183.7,1.8,23.46,23.59,23.33,Receiving
Cole Herdman,2016,Purdue,12,28.67,0.25,294.9,2.1,10.81,9.72,11.9,Receiving
Cole Hikutini,2016,Louisville,13,51.38,0.62,290.5,2.5,21.24,17.69,24.8,Receiving
Collin Johnson,2016,Texas,9,35,0.33,252,1.8,16.11,13.89,18.33,Receiving
Connor Cella,2016,Rice,12,25.17,0.08,214.9,1.3,8.93,11.71,6.15,Receiving
Corey Davis,2016,Western Michigan,14,107.14,1.36,252.4,2.4,49.56,42.45,56.67,Receiving
Corey Jones,2016,Toledo,13,62.85,0.38,322.8,3.5,15.16,19.47,10.86,Receiving
Corey Lacanaria,2016,Ball State,9,37.89,0.22,229.2,1.2,17.43,16.53,18.33,Receiving
Corey Willis,2016,Central Michigan,13,83.92,0.69,276.1,1.8,34.36,30.39,38.33,Receiving
Cortez Lewis,2016,Wake Forest,11,37.73,0.09,165.7,0.7,17.81,22.77,12.86,Receiving
Cory Butler,2016,Utah,8,46.5,0,216.7,1.2,10.73,21.46,0,Receiving
Courtland Sutton,2016,Southern Methodist,12,103.83,0.83,264,1.8,42.72,39.33,46.11,Receiving
Curtis Samuel,2016,Ohio State,13,66.54,0.54,213.9,2,29.05,31.11,27,Receiving
D.J. Chark,2016,Louisiana State,11,42.36,0.27,190.1,1,24.64,22.28,27,Receiving
D.J. Moore,2016,Maryland,13,49,0.46,178.2,1.2,32.92,27.5,38.33,Receiving
D.J. Thompson,2016,Southern Mississippi,10,51,0.6,298.2,2,23.55,17.1,30,Receiving
DaeSean Hamilton,2016,Penn State,12,42.17,0.08,260.7,2.1,9.99,16.18,3.81,Receiving
Daikiel Shorts,2016,West Virginia,13,68.77,0.38,257.2,2,22.87,26.74,19,Receiving
Dalvin Cook,2016,Florida State,13,37.54,0.08,264.1,1.8,9.33,14.21,4.44,Receiving
Damon Hazelton Jr,2016,Ball State,10,50.5,0.4,229.2,1.2,27.68,22.03,33.33,Receiving
Damore'ea Stringfellow,2016,Mississippi,12,59.67,0.5,314.9,2.3,20.34,18.95,21.74,Receiving
Daniel Montiel,2016,Memphis,11,30.73,0.27,304.4,2.6,10.24,10.1,10.38,Receiving
Dante Pettis,2016,Washington,13,63.23,1.15,258.8,3.4,29.13,24.43,33.82,Receiving
Darren Andrews,2016,UCLA,11,64.45,0.36,295.6,1.8,20.9,21.8,20,Receiving
Darren Carrington,2016,Oregon,12,50.5,0.42,265.3,2.3,18.65,19.04,18.26,Receiving
Darreus Rogers,2016,Southern California,13,53.54,0.31,276.4,2.5,15.89,19.37,12.4,Receiving
David Njoku,2016,Miami (FL),12,58.17,0.67,274.2,2.1,26.56,21.21,31.9,Receiving
DeAndre Goolsby,2016,Florida,11,31.09,0.27,215.8,1.4,16.85,14.41,19.29,Receiving
DeAndre Thompkins,2016,Penn State,10,44,0.1,260.7,2.1,10.82,16.88,4.76,Receiving
Deangelo Yancey,2016,Purdue,12,79.25,0.83,294.9,2.1,33.2,26.87,39.52,Receiving
Deante Burton,2016,Kansas State,10,40.4,0.1,157,0.8,19.12,25.73,12.5,Receiving
Dede Westbrook,2016,Oklahoma,13,117.23,1.31,318,3.3,38.28,36.86,39.7,Receiving
Deebo Samuels,2016,South Carolina,10,78.3,0.1,213.2,0.9,23.92,36.73,11.11,Receiving
Demetris Robertson,2016,California,12,63.92,0.58,358.8,3.1,18.26,17.81,18.71,Receiving
Dennis Andrews,2016,Middle Tennessee State,12,35.67,0.67,325.8,3,16.64,10.95,22.33,Receiving
Deon Cain,2016,Clemson,15,48.27,0.6,333.9,3,17.23,14.46,20,Receiving
Deon Watson,2016,Idaho,12,57.92,0.25,249.2,1.5,19.95,23.24,16.67,Receiving
Deon-Tay McManus,2016,Marshall,10,45.3,0.3,241.8,2.3,15.89,18.73,13.04,Receiving
Deondre Douglas,2016,Troy,13,56.92,0.46,260.9,1.9,23.01,21.82,24.21,Receiving
Deontay Burnett,2016,Southern California,12,51.83,0.58,276.4,2.5,20.98,18.75,23.2,Receiving
Deshaunte Jones,2016,Iowa State,12,44.67,0.5,258.8,1.8,22.52,17.26,27.78,Receiving
Devin Duvernay,2016,Texas,12,34.33,0.25,252,1.8,13.76,13.62,13.89,Receiving
Devin Gray,2016,Cincinnati,12,71.67,0.42,255.9,1.6,27.13,28.01,26.25,Receiving
Devin Lauderdale,2016,Texas Tech,9,34.11,0.22,463,3.9,6.5,7.37,5.64,Receiving
Devin Ross,2016,Colorado,14,56.21,0.36,254.5,1.5,23.04,22.09,24,Receiving
Devonte Boyd,2016,UNLV,9,82.89,0.44,162.9,1.3,42.37,50.88,33.85,Receiving
Dieuly Aristilde,2016,Eastern Michigan,5,98.4,0.4,296.1,1.9,27.14,33.23,21.05,Receiving
Dimetrios Mason,2016,Missouri,11,53.36,0.27,295.4,2.1,15.46,18.06,12.86,Receiving
Dominique Heath,2016,Kansas State,13,33.69,0.23,157,0.8,25.1,21.46,28.75,Receiving
Domonique Young,2016,Purdue,5,67.6,0.2,294.9,2.1,16.22,22.92,9.52,Receiving
Donald Gray,2016,Mississippi State,12,57.67,0.42,209.2,1.8,25.45,27.57,23.33,Receiving
Dondre Daley,2016,Iowa State,11,36.91,0.27,258.8,1.8,14.63,14.26,15,Receiving
Doni Dowling,2016,Virginia,11,56.91,0.36,239.3,1.9,21.36,23.78,18.95,Receiving
Donnie Corley,2016,Michigan State,11,41.18,0.27,222.3,1.6,17.7,18.52,16.88,Receiving
Dontre Wilson,2016,Ohio State,11,32,0.45,213.9,2,18.73,14.96,22.5,Receiving
Dorian Leonard,2016,Texas,10,39.7,0.3,252,1.8,16.21,15.75,16.67,Receiving
Drake Davis,2016,LSU,6,3.17,0,190.1,1,0.83,1.67,0,Receiving
Drew Morgan,2016,Arkansas,13,56.85,0.23,264.2,2,16.51,21.52,11.5,Receiving
Drew Wolitarsky,2016,Minnesota,13,66.15,0.38,173.6,0.7,46.2,38.1,54.29,Receiving
Dylan Cantrell,2016,Texas Tech,10,66.9,0.8,463,3.9,17.48,14.45,20.51,Receiving
Dylan Collie,2016,Hawaii,12,26.83,0.33,227.5,1.8,15.06,11.79,18.33,Receiving
Eddie Sinegal,2016,Texas-El Paso,9,37.56,0,183.7,1.8,10.22,20.45,0,Receiving
Elijah King,2016,Texas State,9,48.56,0.22,219.9,1.2,20.21,22.08,18.33,Receiving
Emanuel Thompson,2016,Troy,13,62.38,0.46,260.9,1.9,24.06,23.91,24.21,Receiving
Equanimeous St. Brown,2016,Notre Dame,12,80.08,0.75,254.3,2.3,32.05,31.49,32.61,Receiving
Ervin Phillips,2016,Syracuse,12,68.5,0.5,321.3,2,23.16,21.32,25,Receiving
Evan Engram,2016,Mississippi,11,84.18,0.73,314.9,2.3,29.24,26.73,31.74,Receiving
Felton Davis III,2016,Michigan State,5,30,0.2,222.3,1.6,13,13.5,12.5,Receiving
Flynn Nagel,2016,Northwestern,11,40.64,0.18,245.1,1.7,13.58,16.58,10.59,Receiving
Fred Ross,2016,Mississippi State,13,71.85,0.92,209.2,1.8,42.73,34.35,51.11,Receiving
Frederick Gammage,2016,Arizona State,8,41.75,0.25,259.3,1.3,17.67,16.1,19.23,Receiving
Gabe Marks,2016,Washington State,13,68.77,1,362.5,3.1,25.61,18.97,32.26,Receiving
Garrett Dickerson,2016,Northwestern,12,26.5,0.42,245.1,1.7,17.76,10.81,24.71,Receiving
Garrett Johnson,2016,Kentucky,13,45,0.38,186.1,1.3,26.71,24.18,29.23,Receiving
Geno Lewis,2016,Oklahoma,12,32.33,0.17,318,3.3,7.66,10.17,5.15,Receiving
Gerald Everett,2016,South Alabama,12,59.75,0.33,243.8,1.2,26,24.51,27.5,Receiving
Glenn Smith,2016,Georgia State,12,45.58,0.25,246.3,1.4,18.18,18.51,17.86,Receiving
Gregory Hogan,2016,New Mexico State,9,40.78,0.33,244.9,1.8,17.49,16.65,18.33,Receiving
Hakeem Butler,2016,Iowa State,11,12.18,0.18,258.8,1.8,7.4,4.71,10.1,Receiving
Hasaan Henderson,2016,Nevada,10,30.1,0.1,208.2,1.4,10.8,14.46,7.14,Receiving
Hayden Hurst,2016,South Carolina,13,47.38,0.08,213.2,0.9,15.56,22.22,8.89,Receiving
Hayden Plinke,2016,Texas-El Paso,12,38,0.67,183.7,1.8,28.95,20.69,37.22,Receiving
Hergy Mayala,2016,Connecticut,9,32.89,0,202.7,0.7,8.11,16.23,0,Receiving
Hunter Renfrow,2016,Clemson,11,45,0.55,333.9,3,15.91,13.48,18.33,Receiving
I'Tavius Mathers,2016,Middle Tennessee State,13,48.69,0.23,325.8,3,11.31,14.94,7.67,Receiving
Ian Sadler,2016,Texas Tech,8,45.38,0,463,3.9,4.9,9.8,0,Receiving
Isaac Nauta,2016,Georgia,13,27.77,0.23,193.5,1.2,16.79,14.35,19.23,Receiving
Isaiah Ford,2016,Virginia Tech,13,84.15,0.54,261.9,2.2,28.34,32.13,24.55,Receiving
Isaiah Jones,2016,East Carolina,12,145.5,0.67,334.7,2.2,36.96,43.47,30.45,Receiving
Isaiah McKenzie,2016,Georgia,13,48.69,0.54,193.5,1.2,35.08,25.16,45,Receiving
Ishmael Zamora,2016,Baylor,10,80.9,0.8,280.9,2.5,30.4,28.8,32,Receiving
Ito Smith,2016,Southern Mississippi,13,35.31,0.15,298.2,2,9.67,11.84,7.5,Receiving
Izaiah Lottie,2016,New Mexico State,10,34.9,0.2,244.9,1.8,12.68,14.25,11.11,Receiving
J'Mon Moore,2016,Missouri,12,84.33,0.67,295.4,2.1,30.23,28.55,31.9,Receiving
Jacob Hollister,2016,Wyoming,12,42.92,0.58,228.4,2.1,23.21,18.79,27.62,Receiving
Jacob Sannon,2016,Idaho,10,30.3,0.2,249.2,1.5,12.75,12.16,13.33,Receiving
Jacorey Warrick,2016,Texas,11,32.73,0.27,252,1.8,13.99,12.99,15,Receiving
Jahad Thomas,2016,Temple,12,34.83,0.5,237.4,1.6,22.96,14.67,31.25,Receiving
Jake Butt,2016,Michigan,12,45.5,0.33,212,1.5,21.73,21.46,22,Receiving
Jake Maulhardt,2016,Wyoming,13,47.23,0.31,228.4,2.1,17.72,20.68,14.76,Receiving
Jake Oliver,2016,Texas,12,29.83,0,252,1.8,5.92,11.84,0,Receiving
Jalen McCleskey,2016,Oklahoma State,13,62.46,0.54,323.9,2.2,21.91,19.28,24.55,Receiving
Jalen Robinette,2016,Air Force,12,79.92,0.5,134.8,1.1,52.37,59.29,45.45,Receiving
Jalen Williams,2016,Massachusetts,10,52,0.6,256.7,2.3,23.17,20.26,26.09,Receiving
Jamal Morrow,2016,Washington State,13,37.23,0.38,362.5,3.1,11.26,10.27,12.26,Receiving
Jamari Staples,2016,Louisville,11,55.91,0.18,290.5,2.5,13.22,19.25,7.2,Receiving
James Butler,2016,Nevada,12,31.75,0.25,208.2,1.4,16.55,15.25,17.86,Receiving
James Gardner,2016,Miami (OH),11,68.18,0.55,230.6,2.1,27.88,29.57,26.19,Receiving
James Proche,2016,Southern Methodist,12,59.08,0.5,264,1.8,25.08,22.38,27.78,Receiving
James Quick,2016,Louisville,12,64.08,0.5,290.5,2.5,21.03,22.06,20,Receiving
James Washington,2016,Oklahoma State,13,106.15,0.77,323.9,2.2,33.89,32.77,35,Receiving
James Williams,2016,Washington State,13,26.31,0.08,362.5,3.1,4.92,7.26,2.58,Receiving
Jamir Tillman,2016,Navy,13,48.54,0.15,128.1,0.6,31.45,37.89,25,Receiving
Jamire Jordan,2016,Fresno State,12,59.42,0.17,213.1,1.1,21.67,27.88,15.45,Receiving
Jared Cornelius,2016,Arkansas,11,46.82,0.36,264.2,2,17.86,17.72,18,Receiving
Jared Murphy,2016,Miami (OH),13,42.46,0.38,230.6,2.1,18.25,18.41,18.1,Receiving
Jarred Craft,2016,Louisiana Tech,14,24.29,0.29,363.4,3.1,8.02,6.68,9.35,Receiving
Jauan Jennings,2016,Tennessee,13,44.62,0.54,238.5,2.2,21.63,18.71,24.55,Receiving
Jawuan Harris,2016,Rutgers,11,43.73,0.27,138.3,0.9,30.81,31.62,30,Receiving
Jay MacIntyre,2016,Colorado,13,31.69,0.08,254.5,1.5,8.89,12.45,5.33,Receiving
Jaylen Samuels,2016,North Carolina State,13,43.46,0.54,259.8,1.5,26.36,16.73,36,Receiving
Jaylen Smith,2016,Louisville,12,49.92,0.5,290.5,2.5,18.59,17.18,20,Receiving
Jazz Peavy,2016,Wisconsin,14,45.36,0.36,179.1,1,30.66,25.33,36,Receiving
Jeff Badet,2016,Kentucky,13,51.54,0.31,186.1,1.3,25.77,27.69,23.85,Receiving
Jeff Smith,2016,Boston College,12,32.92,0.25,143.8,1.1,22.81,22.89,22.73,Receiving
Jehu Chesson,2016,Michigan,13,38.46,0.15,212,1.5,14.07,18.14,10,Receiving
Jeremy McNichols,2016,Boise State,13,36.46,0.31,298.3,2.2,13.16,12.22,14.09,Receiving
Jeremy Sprinkle,2016,Arkansas,12,31.67,0.33,264.2,2,14.24,11.99,16.5,Receiving
Jerome Lane,2016,Akron,12,84.83,0.5,255.3,2.1,28.52,33.23,23.81,Receiving
Jester Weah,2016,Pittsburgh,13,66.92,0.77,221.7,2.2,32.59,30.18,35,Receiving
Jesus Wilson,2016,Florida State,7,55.71,0.14,264.1,1.8,14.44,21.09,7.78,Receiving
Jhajuan Seales,2016,Oklahoma State,12,51.25,0.33,323.9,2.2,15.41,15.82,15,Receiving
Jimmy Williams,2016,East Carolina,12,68.17,0.67,334.7,2.2,25.41,20.37,30.45,Receiving
JJ Arcega-Whiteside,2016,Stanford,12,31.58,0.42,158.2,1.2,27.34,19.96,34.72,Receiving
Joe Mixon,2016,Oklahoma,12,44.83,0.42,318,3.3,13.41,14.1,12.73,Receiving
John Diarse,2016,Texas Christian,13,34,0.23,268.2,1.4,14.55,12.68,16.43,Receiving
John Mundt,2016,Oregon,8,41.75,0.5,265.3,2.3,18.74,15.74,21.74,Receiving
John Niupalau,2016,Eastern Michigan,11,32.64,0.36,296.1,1.9,14.99,11.02,18.95,Receiving
John Ross,2016,Washington,14,82.14,1.21,258.8,3.4,33.66,31.74,35.59,Receiving
John Ursua,2016,Hawaii,14,46.57,0.21,227.5,1.8,16.07,20.47,11.67,Receiving
Johnathan Lloyd,2016,Duke,11,27.36,0.27,239.8,1.5,14.7,11.41,18,Receiving
Johnathon Johnson,2016,Missouri,12,36.25,0.17,295.4,2.1,10.18,12.27,8.1,Receiving
Jon'Vea Johnson,2016,Toledo,12,64.42,0.83,322.8,3.5,21.84,19.96,23.71,Receiving
Jonah Trinnaman,2016,Brigham Young,10,32.1,0.1,197.9,1.2,12.28,16.22,8.33,Receiving
Jonathan Duhart,2016,Old Dominion,13,56.54,0.69,234,2.4,26.46,24.16,28.75,Receiving
Jonathan Giles,2016,Texas Tech,11,105.27,1.18,463,3.9,26.5,22.74,30.26,Receiving
Jonnu Smith,2016,Florida International,11,46,0.36,226.7,1.6,21.4,20.29,22.5,Receiving
Jordan Frysinger,2016,Idaho,8,58.13,0.38,249.2,1.5,24.33,23.33,25.33,Receiving
Jordan Lasley,2016,UCLA,11,56.36,0.45,295.6,1.8,22.03,19.07,25,Receiving
Jordan Leggett,2016,Clemson,13,56.62,0.54,333.9,3,17.48,16.96,18,Receiving
Jordan Reid,2016,Ohio,14,46.79,0.43,224.9,1.6,23.84,20.8,26.88,Receiving
Jordan Veasy,2016,California,10,30.6,0.3,358.8,3.1,9.1,8.53,9.68,Receiving
Jordan Westerkamp,2016,Nebraska,10,52.6,0.5,211.7,1.4,30.28,24.85,35.71,Receiving
Josh Knight,2016,Marshall,11,57.36,0.45,241.8,2.3,21.64,23.72,19.57,Receiving
Josh Magee,2016,South Alabama,11,74.73,0.45,243.8,1.2,34.08,30.65,37.5,Receiving
Josh Malone,2016,Tennessee,13,74.77,0.85,238.5,2.2,34.99,31.35,38.64,Receiving
Josh Reynolds,2016,Texas A&M,13,79.92,0.92,255.2,1.9,39.87,31.32,48.42,Receiving
Josh Stewart,2016,Texas-San Antonio,11,62,0.45,213.6,2,25.76,29.03,22.5,Receiving
Joshua Atkinson,2016,Tulsa,13,81.38,0.62,265.3,2.5,27.74,30.67,24.8,Receiving
Josiah Price,2016,Michigan State,11,35.18,0.45,222.3,1.6,21.98,15.83,28.13,Receiving
Jovon Durante,2016,West Virginia,12,27.58,0.17,257.2,2,9.61,10.72,8.5,Receiving
JuJu Smith-Schuster,2016,Southern California,13,70.31,0.77,276.4,2.5,28.12,25.44,30.8,Receiving
Justin Hardee,2016,Illinois,10,31.4,0,174.6,1.1,8.99,17.98,0,Receiving
Justin Hobbs,2016,Tulsa,13,52.69,0.31,265.3,2.5,16.13,19.86,12.4,Receiving
Justin Holmes,2016,San Jose State,12,51.08,0.25,222.1,1.5,19.83,23,16.67,Receiving
Justin Hunt,2016,Marshall,10,32.4,0.5,241.8,2.3,17.57,13.4,21.74,Receiving
Justin Rankin,2016,Kent State,11,30.45,0.09,141.7,0.9,15.74,21.49,10,Receiving
K.D. Cannon,2016,Baylor,12,101.25,1.08,280.9,2.5,39.62,36.04,43.2,Receiving
Ka'Raun White,2016,West Virginia,23,25.35,0.22,257.2,2,10.43,9.86,11,Receiving
Kahlil Lewis,2016,Cincinnati,11,55,0.45,255.9,1.6,24.81,21.49,28.13,Receiving
Kalen Ballage,2016,Arizona State,12,39.08,0.08,259.3,1.3,10.61,15.07,6.15,Receiving
Kalib Woods,2016,Florida Atlantic,12,77.83,0.08,210.1,0.8,23.52,37.04,10,Receiving
Kalija Lipscomb,2016,Vanderbilt,11,29,0.18,191.2,0.7,20.44,15.17,25.71,Receiving
Kareem Hunt,2016,Toledo,13,31,0.08,322.8,3.5,5.94,9.6,2.29,Receiving
KaVontae Turpin,2016,Texas Christian,8,36.88,0.13,268.2,1.4,11.52,13.75,9.29,Receiving
Keenan Barnes,2016,Louisiana-Lafayette,12,34.83,0.5,178.2,0.9,37.55,19.55,55.56,Receiving
Keenen Johnson,2016,Tulsa,8,38.13,0.13,265.3,2.5,9.79,14.37,5.2,Receiving
Keeon Johnson,2016,Virginia,12,39.67,0.25,239.3,1.9,14.87,16.58,13.16,Receiving
KeeSean Johnson,2016,Fresno State,12,64.42,0.5,213.1,1.1,37.84,30.23,45.45,Receiving
Keevan Lucas,2016,Tulsa,13,90.77,1.15,265.3,2.5,40.11,34.21,46,Receiving
Keith Kirkwood,2016,Temple,14,46.29,0.29,237.4,1.6,18.81,19.5,18.13,Receiving
Keith Rucker,2016,Georgia State,10,36.2,0.2,246.3,1.4,14.49,14.7,14.29,Receiving
Keke Coutee,2016,Texas Tech,12,74.17,0.58,463,3.9,15.45,16.02,14.87,Receiving
Kelvin Harmon,2016,North Carolina State,10,46.2,0.5,259.8,1.5,25.56,17.78,33.33,Receiving
Kendall Sanders,2016,Arkansas State,12,46.08,0.58,242.2,1.6,27.64,19.03,36.25,Receiving
Kenny Buyers,2016,North Texas,12,27,0.08,208.3,1.2,9.81,12.96,6.67,Receiving
Kenny Golladay,2016,Northern Illinois,12,97,0.67,224.7,1.7,41.29,43.17,39.41,Receiving
Keon Hatcher,2016,Arkansas,12,61.92,0.67,264.2,2,28.47,23.44,33.5,Receiving
Kermit Whitfield,2016,Florida State,13,30.38,0.08,264.1,1.8,7.97,11.5,4.44,Receiving
Kerry Thomas,2016,Texas-San Antonio,11,50.45,0.73,213.6,2,30.06,23.62,36.5,Receiving
Kevin Kutchera,2016,South Alabama,11,48.36,0.09,243.8,1.2,13.67,19.84,7.5,Receiving
Kevin Stepherson,2016,Notre Dame,10,46.2,0.5,254.3,2.3,19.95,18.17,21.74,Receiving
Kevonn Mabon,2016,Ball State,12,81,0.25,229.2,1.2,28.09,35.34,20.83,Receiving
Korey Robertson,2016,Southern Mississippi,13,33.62,0.23,298.2,2,11.39,11.27,11.5,Receiving
Kyle Hicks,2016,Texas Christian,13,32.08,0.15,268.2,1.4,11.34,11.96,10.71,Receiving
Kyle Sweet,2016,Washington State,13,27.46,0.23,362.5,3.1,7.5,7.58,7.42,Receiving
Kylen Granson,2016,Rice,7,54.43,0.29,214.9,1.3,23.82,25.33,22.31,Receiving
Laquvionte Gonzalez,2016,Kansas,12,60.75,0.25,240.4,1.3,22.25,25.27,19.23,Receiving
Levern Jacobs,2016,Maryland,13,33.77,0.15,178.2,1.2,15.73,18.95,12.5,Receiving
Linell Bonner,2016,Houston,12,93.17,0.25,296.3,1.8,22.67,31.44,13.89,Receiving
Malachi Dupre,2016,Louisiana State,11,53.91,0.27,190.1,1,27.68,28.36,27,Receiving
Malik Turner,2016,Illinois,11,64.73,0.55,174.6,1.1,43.54,37.07,50,Receiving
Marcus Green,2016,Louisiana-Monroe,12,28.67,0.33,192,1.3,20.16,14.93,25.38,Receiving
Marcus Kemp,2016,Hawaii,14,78.57,0.57,227.5,1.8,33.1,34.54,31.67,Receiving
Marcus McGill,2016,Buffalo,11,52.09,0,200.5,0.9,12.99,25.98,0,Receiving
Mark Andrews,2016,Oklahoma,12,40.75,0.58,318,3.3,15.2,12.81,17.58,Receiving
Mark Chapman,2016,Central Michigan,12,49.33,0.33,276.1,1.8,18.1,17.87,18.33,Receiving
Mason Schreck,2016,Buffalo,12,54.25,0.33,200.5,0.9,31.86,27.06,36.67,Receiving
Melquise Stovall,2016,California,10,41.5,0.3,358.8,3.1,10.62,11.57,9.68,Receiving
Micah Holder,2016,San Diego State,10,58.1,0.5,144.5,1.4,37.96,40.21,35.71,Receiving
Michael Clark,2016,Marshall,11,57.45,0.45,241.8,2.3,21.66,23.76,19.57,Receiving
Michael Gallup,2016,Colorado State,13,97.85,1.08,244.5,2.2,44.56,40.02,49.09,Receiving
Michael Henry,2016,Western Michigan,14,55.64,0.29,252.4,2.4,17.06,22.04,12.08,Receiving
Michael Pittman,2016,USC,13,6.31,0,276.4,2.5,1.14,2.28,0,Receiving
Michael Rector,2016,Stanford,12,30.58,0.25,158.7,1.2,20.05,19.27,20.83,Receiving
Michael Roberts,2016,Toledo,13,41,1.23,322.8,3.5,23.92,12.7,35.14,Receiving
Michael Walker,2016,Boston College,13,32.31,0.31,143.8,1.1,25.33,22.47,28.18,Receiving
Mike Gesicki,2016,Penn State,14,48.5,0.36,260.7,2.1,17.87,18.6,17.14,Receiving
Mike Williams,2016,Clemson,15,90.73,0.73,333.9,3,25.75,27.17,24.33,Receiving
Miles Boykin,2016,Notre Dame,12,6.75,0.08,254.3,2.3,3.14,2.65,3.62,Receiving
Mitchell Juergens,2016,Brigham Young,11,30.27,0.18,197.9,1.2,15.15,15.3,15,Receiving
Mitchell Paige,2016,Indiana,13,49.69,0.31,273.8,1.6,18.76,18.15,19.38,Receiving
Montay Crockett,2016,Georgia Southern,11,30.82,0.09,155.7,1.1,13.99,19.79,8.18,Receiving
Monty Madaris,2016,Michigan State,10,31,0.1,222.3,1.6,10.1,13.95,6.25,Receiving
Myles Campbell,2016,Georgia Southern,10,38.4,0.4,155.7,1.1,30.51,24.66,36.36,Receiving
N'Keal Harry,2016,Arizona State,12,54.92,0.42,259.3,1.3,26.74,21.18,32.31,Receiving
Nacarius Fant,2016,Western Kentucky,9,45.22,0.22,336.8,3,10.38,13.43,7.33,Receiving
Nate Cole,2016,Cincinnati,12,43.17,0.33,255.9,1.6,18.75,16.87,20.63,Receiving
Nate Iese,2016,UCLA,8,50,0.5,295.6,1.8,22.35,16.91,27.78,Receiving
Nate Phillips,2016,Arizona,11,37.64,0.18,178.1,1.1,18.75,21.13,16.36,Receiving
Nicholas Norris,2016,Western Kentucky,14,94.14,1,336.8,3,30.64,27.95,33.33,Receiving
Nick Kurtz,2016,Brigham Young,12,45.08,0.17,197.9,1.2,18.47,22.78,14.17,Receiving
Nick Westbrook,2016,Indiana,12,82.92,0.5,273.8,1.6,30.77,30.28,31.25,Receiving
Nigel Kilby,2016,Eastern Michigan,9,48.56,0.44,296.1,1.9,19.78,16.4,23.16,Receiving
Noah Brown,2016,Ohio State,12,33.5,0.58,213.9,2,22.33,15.66,29,Receiving
Noah Fant,2016,Iowa,9,7.78,0.11,153.2,1.3,6.81,5.08,8.55,Receiving
Noel Thomas,2016,Connecticut,12,98.25,0.25,202.7,0.7,42.09,48.47,35.71,Receiving
Nyheim Hines,2016,North Carolina State,12,43.75,0,259.8,1.5,8.42,16.84,0,Receiving
Nyqwan Murray,2016,Florida State,9,49,0.56,264.1,1.8,24.83,18.55,31.11,Receiving
O.J. Howard,2016,Alabama,15,39.67,0.2,208.3,1.7,15.4,19.04,11.76,Receiving
OJ Clark,2016,New Mexico State,11,30.73,0.09,244.9,1.8,8.77,12.55,5,Receiving
Olabisi Johnson,2016,Colorado State,11,55.73,0.36,244.5,2.2,19.58,22.79,16.36,Receiving
Olamide Zaccheaus,2016,Virginia,12,48.67,0.58,239.3,1.9,25.43,20.34,30.53,Receiving
Papi White,2016,Ohio,12,56,0.5,224.9,1.6,28.07,24.9,31.25,Receiving
